order_id,order_date,year,month,customer_id,customer_age,customer_city,region,category,product_name,quantity,unit_price_inr,discount_pct,net_revenue_inr,payment_method,order_status,delivery_days,return_reason
ORD-2593,2023-02-11,2023,February,CUST-219,53,Madurai,South,Toys & Games,Building Blocks,3,5543.26,25,12472.33,Debit Card,Delivered,11,
ORD-2709,2023-02-11,2023,February,CUST-480,25,Bhubaneswar,East,Electronics,Smart Watch,1,3018.73,10,2716.86,Debit Card,Delivered,3,
ORD-2490,2023-02-13,2023,February,CUST-505,52,Bhopal,Central,Home & Kitchen,Vacuum Cleaner,5,962.6,25,3609.75,Wallet,Delivered,9,
ORD-2558,2023-02-13,2023,February,CUST-769,31,Kolkata,East,Home & Kitchen,Food Storage Set,1,2779.35,15,2362.45,Wallet,Delivered,2,
ORD-2747,2023-02-13,2023,February,CUST-754,18,Nagpur,West,Clothing,Fleece Hoodie,3,1381.01,25,3107.27,UPI,Delivered,4,
ORD-2083,2023-02-14,2023,February,CUST-822,48,Vizag,South,Clothing,Winter Jacket,2,6861.5,20,10978.4,Net Banking,Delivered,12,
ORD-2611,2023-02-14,2023,February,CUST-872,18,Bhopal,Central,Electronics,Wireless Earbuds,4,1038.49,10,3738.56,Credit Card,Delivered,5,
ORD-2668,2023-02-14,2023,February,CUST-849,38,Ranchi,East,Beauty,Makeup Brush Set,5,5297.25,15,22513.31,Wallet,Returned,10,Better price elsewhere
ORD-2958,2023-02-14,2023,February,CUST-176,37,Mumbai,West,Electronics,Laptop Stand,6,6956.32,10,37564.13,Debit Card,Delivered,1,
ORD-2195,2023-02-16,2023,February,CUST-654,22,Ranchi,East,Beauty,Moisturiser SPF50,1,5990.86,0,5990.86,Credit Card,Delivered,6,
ORD-2209,2023-02-16,2023,February,CUST-116,27,Varanasi,East,Electronics,Portable SSD,2,3027.57,20,4844.11,Debit Card,Returned,4,Delayed delivery
ORD-2562,2023-02-16,2023,February,CUST-223,22,Lucknow,North,Home & Kitchen,Electric Kettle,3,6706.77,5,19114.29,Debit Card,Returned,3,Changed mind
ORD-2393,2023-02-17,2023,February,CUST-205,38,Jabalpur,Central,Beauty,Lip Balm Pack,4,3809.43,25,11428.29,Wallet,Delivered,11,
ORD-2753,2023-02-17,2023,February,CUST-701,57,Varanasi,East,Books,Zero to One,3,4835.44,5,13781.0,UPI,Cancelled,,
ORD-2168,2023-02-19,2023,February,CUST-711,49,Gwalior,Central,Electronics,Power Bank,2,1798.64,15,3057.69,Wallet,Delivered,5,
ORD-2604,2023-02-19,2023,February,CUST-754,51,Nagpur,West,Electronics,Bluetooth Speaker,6,7304.63,15,37253.61,Credit Card,Delivered,5,
ORD-2782,2023-02-19,2023,February,CUST-885,42,Ranchi,East,Beauty,Hair Serum,4,513.08,0,2052.32,UPI,Cancelled,,
ORD-2456,2023-02-20,2023,February,CUST-835,56,Dehradun,North,Books,Python Crash Course,6,3969.29,10,21434.17,Credit Card,Delivered,4,
ORD-2967,2023-02-20,2023,February,CUST-298,45,Mumbai,West,Home & Kitchen,Food Storage Set,4,2252.45,0,9009.8,Debit Card,Returned,7,Delayed delivery
ORD-2580,2023-02-22,2023,February,CUST-576,41,Agra,North,Beauty,Lip Balm Pack,6,7463.72,15,38064.97,COD,Delivered,7,
ORD-2683,2023-02-22,2023,February,CUST-745,24,Raipur,Central,Electronics,Mechanical Keyboard,2,2428.17,20,3885.07,Wallet,Delivered,1,
ORD-2257,2023-02-23,2023,February,CUST-843,37,Agra,North,Books,The Pragmatic Programmer,3,750.12,0,2250.36,Wallet,Delivered,11,
ORD-2848,2023-02-24,2023,February,CUST-479,58,Hyderabad,South,Beauty,Face Wash,4,4582.73,10,16497.83,Wallet,Cancelled,,
ORD-2421,2023-02-25,2023,February,CUST-653,48,Nagpur,West,Books,Zero to One,2,6025.34,0,12050.68,Credit Card,Delivered,7,
ORD-2568,2023-02-25,2023,February,CUST-545,31,Cuttack,East,Toys & Games,Board Game - Strategy,2,1361.1,0,2722.2,Debit Card,Returned,6,Changed mind
ORD-2594,2023-02-26,2023,February,CUST-639,55,Raipur,Central,Electronics,Power Bank,4,2922.41,15,9936.19,UPI,Returned,11,Wrong item delivered
ORD-2217,2023-02-27,2023,February,CUST-184,28,Dehradun,North,Toys & Games,Lego Set (200 pcs),4,3078.64,25,9235.92,Net Banking,Returned,1,Delayed delivery
ORD-2318,2023-02-27,2023,February,CUST-418,22,Guwahati,East,Electronics,Laptop Stand,4,5952.46,15,20238.36,Wallet,Delivered,3,
ORD-2024,2023-02-28,2023,February,CUST-170,29,Meerut,North,Clothing,Cotton T-Shirt,5,7362.16,0,36810.8,COD,Delivered,2,
ORD-2856,2023-02-28,2023,February,CUST-571,57,Bhopal,Central,Books,The Pragmatic Programmer,4,7149.7,25,21449.1,Debit Card,Delivered,1,
ORD-2292,2023-03-01,2023,March,CUST-885,40,Raipur,Central,Electronics,Webcam,1,7175.54,10,6457.99,COD,Delivered,9,
ORD-2319,2023-03-01,2023,March,CUST-151,47,Bengaluru,South,Sports,Foam Roller,2,1621.83,5,3081.48,Debit Card,Delivered,1,
ORD-2251,2023-03-02,2023,March,CUST-818,26,Pune,West,Clothing,Fleece Hoodie,2,7704.9,20,12327.84,UPI,Delivered,11,
ORD-2213,2023-03-03,2023,March,CUST-594,57,Bengaluru,South,Books,Python Crash Course,2,4094.29,15,6960.29,Wallet,Returned,11,Delayed delivery
ORD-2743,2023-03-03,2023,March,CUST-546,55,Gwalior,Central,Home & Kitchen,Rice Cooker,2,2019.9,0,4039.8,COD,Delivered,5,
ORD-2101,2023-03-04,2023,March,CUST-225,30,Pune,West,Home & Kitchen,Blender,6,3000.95,15,15304.84,Net Banking,Delivered,5,
ORD-2106,2023-03-04,2023,March,CUST-802,45,Jabalpur,Central,Books,Data Science Handbook,4,5181.39,0,20725.56,Credit Card,Delivered,7,
ORD-2189,2023-03-05,2023,March,CUST-576,25,Bhopal,Central,Clothing,Baseball Cap,3,5263.1,5,14999.84,Debit Card,Cancelled,,
ORD-2480,2023-03-05,2023,March,CUST-668,19,Nashik,West,Beauty,Eye Cream,2,7967.36,10,14341.25,Debit Card,Returned,5,Better price elsewhere
ORD-2549,2023-03-05,2023,March,CUST-161,39,Nashik,West,Clothing,Kurta Set,2,6266.78,10,11280.2,Debit Card,Delivered,7,
ORD-2142,2023-03-06,2023,March,CUST-648,56,Vizag,South,Electronics,Wireless Earbuds,6,6370.8,25,28668.6,Credit Card,Delivered,8,
ORD-2561,2023-03-06,2023,March,CUST-855,39,Chennai,South,Home & Kitchen,Vacuum Cleaner,1,1001.02,5,950.97,Wallet,Delivered,7,
ORD-2736,2023-03-06,2023,March,CUST-591,19,Jaipur,North,Beauty,Body Lotion,2,1398.4,10,2517.12,Net Banking,Returned,11,Defective product
ORD-2047,2023-03-07,2023,March,CUST-655,39,Vizag,South,Books,SQL for Beginners,6,1306.16,5,7445.11,Net Banking,Delivered,7,
ORD-2325,2023-03-07,2023,March,CUST-432,58,Jabalpur,Central,Sports,Badminton Set,3,5505.86,25,12388.18,Debit Card,Delivered,5,
ORD-2772,2023-03-07,2023,March,CUST-638,33,Surat,West,Beauty,Makeup Brush Set,1,7928.57,25,5946.43,Debit Card,Delivered,10,
ORD-2834,2023-03-07,2023,March,CUST-289,52,Ranchi,East,Home & Kitchen,Rice Cooker,5,1088.37,15,4625.57,Net Banking,Cancelled,,
ORD-2835,2023-03-07,2023,March,CUST-830,52,Dehradun,North,Toys & Games,Soft Plush Toy,5,6556.96,25,24588.6,Wallet,Delivered,10,
ORD-2521,2023-03-08,2023,March,CUST-590,40,Mysuru,South,Clothing,Kurta Set,3,3679.94,0,11039.82,Net Banking,Delivered,2,
ORD-2906,2023-03-08,2023,March,CUST-874,18,Jaipur,North,Toys & Games,Remote Control Car,3,1384.81,0,4154.43,Debit Card,Delivered,10,
ORD-2739,2023-03-09,2023,March,CUST-672,21,Meerut,North,Electronics,USB-C Hub,1,2480.62,20,1984.5,Credit Card,Delivered,11,
ORD-2969,2023-03-09,2023,March,CUST-331,35,Delhi,North,Electronics,Laptop Stand,1,4643.32,5,4411.15,COD,Delivered,2,
ORD-2110,2023-03-10,2023,March,CUST-542,23,Nashik,West,Clothing,Kurta Set,3,7632.38,25,17172.85,Credit Card,Delivered,2,
ORD-2893,2023-03-10,2023,March,CUST-844,45,Mysuru,South,Toys & Games,Soft Plush Toy,2,3184.74,25,4777.11,Debit Card,Delivered,10,
ORD-2056,2023-03-12,2023,March,CUST-112,39,Bhopal,Central,Toys & Games,Lego Set (200 pcs),3,4307.69,15,10984.61,Net Banking,Delivered,11,
ORD-2276,2023-03-12,2023,March,CUST-435,37,Kochi,South,Beauty,Moisturiser SPF50,5,7852.17,20,31408.68,Credit Card,Delivered,5,
ORD-2884,2023-03-13,2023,March,CUST-351,45,Hyderabad,South,Electronics,Bluetooth Speaker,4,5529.2,5,21010.96,Net Banking,Delivered,2,
ORD-2430,2023-03-15,2023,March,CUST-333,39,Mysuru,South,Beauty,Face Wash,4,5086.06,20,16275.39,Debit Card,Delivered,3,
ORD-2798,2023-03-15,2023,March,CUST-300,48,Ranchi,East,Clothing,Kurta Set,4,2336.48,25,7009.44,UPI,Delivered,3,
ORD-2206,2023-03-16,2023,March,CUST-322,53,Amritsar,North,Beauty,Lip Balm Pack,4,5421.01,0,21684.04,Net Banking,Delivered,10,
ORD-2027,2023-03-17,2023,March,CUST-371,50,Pune,West,Clothing,Sports Shorts,1,3719.46,0,3719.46,UPI,Delivered,4,
ORD-2232,2023-03-17,2023,March,CUST-696,48,Ahmedabad,West,Clothing,Winter Jacket,6,3441.71,20,16520.21,Net Banking,Delivered,10,
ORD-2872,2023-03-18,2023,March,CUST-408,39,Raipur,Central,Electronics,Wireless Earbuds,2,5665.81,0,11331.62,Wallet,Delivered,10,
ORD-2221,2023-03-19,2023,March,CUST-709,57,Jabalpur,Central,Books,Python Crash Course,1,870.72,5,827.18,Net Banking,Delivered,10,
ORD-2458,2023-03-21,2023,March,CUST-203,24,Mumbai,West,Toys & Games,Building Blocks,6,655.07,10,3537.38,Wallet,Delivered,9,
ORD-2465,2023-03-21,2023,March,CUST-594,38,Pune,West,Books,The Pragmatic Programmer,5,3257.41,5,15472.7,UPI,Cancelled,,
ORD-2610,2023-03-21,2023,March,CUST-143,45,Hyderabad,South,Clothing,Running Shoes,1,3454.96,0,3454.96,UPI,Delivered,8,
ORD-2780,2023-03-21,2023,March,CUST-793,18,Pune,West,Electronics,USB-C Hub,5,5956.43,0,29782.15,Debit Card,Cancelled,,
ORD-2924,2023-03-21,2023,March,CUST-731,55,Kolkata,East,Clothing,Fleece Hoodie,5,6285.27,5,29855.03,UPI,Cancelled,,
ORD-2466,2023-03-22,2023,March,CUST-889,21,Amritsar,North,Home & Kitchen,Vacuum Cleaner,1,5872.24,20,4697.79,Debit Card,Cancelled,,
ORD-2150,2023-03-23,2023,March,CUST-413,36,Raipur,Central,Electronics,Power Bank,5,2419.75,0,12098.75,Net Banking,Delivered,11,
ORD-2837,2023-03-28,2023,March,CUST-472,37,Chennai,South,Sports,Jump Rope,5,2127.41,0,10637.05,COD,Delivered,9,
ORD-2067,2023-03-29,2023,March,CUST-882,53,Lucknow,North,Electronics,Smart Watch,2,6507.02,10,11712.64,Net Banking,Delivered,2,
ORD-2657,2023-03-29,2023,March,CUST-431,26,Gwalior,Central,Clothing,Winter Jacket,2,3019.14,25,4528.71,Wallet,Delivered,8,
ORD-2738,2023-03-29,2023,March,CUST-420,42,Gwalior,Central,Electronics,Smart Watch,1,5039.26,0,5039.26,Wallet,Delivered,1,
ORD-2808,2023-03-29,2023,March,CUST-165,35,Bhubaneswar,East,Clothing,Kurta Set,6,1411.4,10,7621.56,Debit Card,Delivered,2,
ORD-2574,2023-03-30,2023,March,CUST-321,49,Raipur,Central,Sports,Water Bottle,5,7763.07,5,36874.58,COD,Delivered,9,
ORD-2983,2023-03-30,2023,March,CUST-246,35,Mysuru,South,Electronics,Bluetooth Speaker,3,6302.58,0,18907.74,Wallet,Cancelled,,
ORD-2820,2023-03-31,2023,March,CUST-858,39,Guwahati,East,Toys & Games,Building Blocks,2,2145.84,10,3862.51,COD,Delivered,2,
ORD-2871,2023-03-31,2023,March,CUST-860,58,Surat,West,Sports,Badminton Set,6,2278.98,20,10939.1,COD,Delivered,3,
ORD-2930,2023-03-31,2023,March,CUST-116,59,Ranchi,East,Toys & Games,Soft Plush Toy,6,4999.97,0,29999.82,COD,Delivered,2,
ORD-2353,2023-04-01,2023,April,CUST-221,38,Guwahati,East,Sports,Foam Roller,1,3725.85,25,2794.39,Net Banking,Delivered,8,
ORD-2409,2023-04-01,2023,April,CUST-479,32,Lucknow,North,Beauty,Moisturiser SPF50,4,7413.31,20,23722.59,Credit Card,Delivered,5,
ORD-2528,2023-04-02,2023,April,CUST-513,50,Nagpur,West,Clothing,Fleece Hoodie,6,7861.38,15,40093.04,UPI,Returned,1,Quality not as expected
ORD-2564,2023-04-02,2023,April,CUST-707,59,Meerut,North,Home & Kitchen,Knife Set,1,149.16,0,149.16,Debit Card,Cancelled,,
ORD-2653,2023-04-02,2023,April,CUST-818,34,Raipur,Central,Home & Kitchen,Toaster,1,7589.06,5,7209.61,UPI,Delivered,4,
ORD-2670,2023-04-02,2023,April,CUST-497,28,Ranchi,East,Home & Kitchen,Air Fryer,2,1995.63,20,3193.01,Net Banking,Delivered,4,
ORD-2804,2023-04-02,2023,April,CUST-895,54,Gwalior,Central,Beauty,Sunscreen Spray,5,2532.03,20,10128.12,Debit Card,Delivered,11,
ORD-2526,2023-04-03,2023,April,CUST-873,55,Dehradun,North,Electronics,Smart Watch,3,4003.93,0,12011.79,Wallet,Delivered,3,
ORD-2672,2023-04-03,2023,April,CUST-477,45,Siliguri,East,Books,Thinking Fast and Slow,4,2219.99,20,7103.97,COD,Cancelled,,
ORD-2850,2023-04-03,2023,April,CUST-195,33,Pune,West,Sports,Jump Rope,3,3310.47,15,8441.7,UPI,Returned,2,Defective product
ORD-2115,2023-04-04,2023,April,CUST-320,51,Lucknow,North,Beauty,Body Lotion,6,5101.06,0,30606.36,Net Banking,Cancelled,,
ORD-2354,2023-04-04,2023,April,CUST-620,37,Dehradun,North,Beauty,Moisturiser SPF50,4,382.07,0,1528.28,COD,Returned,10,Delayed delivery
ORD-2030,2023-04-05,2023,April,CUST-103,20,Gwalior,Central,Books,The Pragmatic Programmer,3,7251.16,0,21753.48,Debit Card,Returned,7,Changed mind
ORD-2945,2023-04-05,2023,April,CUST-767,53,Lucknow,North,Books,Clean Code,3,2260.97,5,6443.76,Debit Card,Delivered,12,
ORD-2021,2023-04-06,2023,April,CUST-270,33,Delhi,North,Home & Kitchen,Food Storage Set,6,7993.33,0,47959.98,Net Banking,Cancelled,,
ORD-2658,2023-04-08,2023,April,CUST-340,39,Siliguri,East,Home & Kitchen,Blender,6,4816.85,0,28901.1,Net Banking,Returned,1,Defective product
ORD-2166,2023-04-10,2023,April,CUST-730,42,Bhubaneswar,East,Clothing,Winter Jacket,3,3650.81,0,10952.43,Net Banking,Delivered,5,
ORD-2108,2023-04-12,2023,April,CUST-770,25,Ranchi,East,Beauty,Eye Cream,4,4092.85,20,13097.12,Wallet,Cancelled,,
ORD-2614,2023-04-12,2023,April,CUST-475,48,Coimbatore,South,Sports,Jump Rope,2,7222.12,0,14444.24,Wallet,Delivered,9,
ORD-2717,2023-04-12,2023,April,CUST-247,36,Agra,North,Books,Deep Work,4,2130.7,0,8522.8,UPI,Delivered,3,
ORD-2084,2023-04-13,2023,April,CUST-567,51,Kolkata,East,Home & Kitchen,Knife Set,2,4067.1,15,6914.07,Credit Card,Delivered,2,
ORD-2385,2023-04-13,2023,April,CUST-298,22,Vadodara,West,Books,Thinking Fast and Slow,2,5402.23,5,10264.24,Debit Card,Delivered,10,
ORD-2344,2023-04-14,2023,April,CUST-567,32,Patna,East,Electronics,Smart Watch,1,6257.26,0,6257.26,Debit Card,Delivered,11,
ORD-2055,2023-04-15,2023,April,CUST-800,37,Guwahati,East,Sports,Foam Roller,1,4776.57,5,4537.74,COD,Cancelled,,
ORD-2348,2023-04-17,2023,April,CUST-682,48,Lucknow,North,Toys & Games,Board Game - Strategy,6,5837.65,0,35025.9,Wallet,Delivered,10,
ORD-2433,2023-04-17,2023,April,CUST-186,27,Delhi,North,Home & Kitchen,Food Storage Set,4,4238.46,0,16953.84,Wallet,Delivered,10,
ORD-2460,2023-04-17,2023,April,CUST-511,53,Jabalpur,Central,Electronics,LED Desk Lamp,6,3722.89,20,17869.87,COD,Delivered,3,
ORD-2314,2023-04-19,2023,April,CUST-452,52,Bhubaneswar,East,Sports,Pull-up Bar,4,1281.17,0,5124.68,Net Banking,Returned,2,Changed mind
ORD-2518,2023-04-19,2023,April,CUST-536,23,Kolkata,East,Clothing,Ankle Socks (Pack of 6),2,328.04,0,656.08,Net Banking,Delivered,1,
ORD-2817,2023-04-19,2023,April,CUST-264,19,Guwahati,East,Home & Kitchen,Air Fryer,2,1770.96,0,3541.92,Debit Card,Delivered,12,
ORD-2043,2023-04-20,2023,April,CUST-324,45,Cuttack,East,Beauty,Lip Balm Pack,4,2026.48,0,8105.92,UPI,Cancelled,,
ORD-2091,2023-04-20,2023,April,CUST-467,54,Ranchi,East,Beauty,Sunscreen Spray,2,7994.05,25,11991.08,COD,Delivered,7,
ORD-2357,2023-04-20,2023,April,CUST-292,30,Madurai,South,Electronics,Wireless Earbuds,2,6591.53,20,10546.45,Credit Card,Delivered,10,
ORD-2940,2023-04-20,2023,April,CUST-284,34,Bhopal,Central,Electronics,LED Desk Lamp,1,3726.11,0,3726.11,Credit Card,Delivered,5,
ORD-2233,2023-04-22,2023,April,CUST-773,33,Kolkata,East,Sports,Pull-up Bar,3,5641.91,0,16925.73,Wallet,Cancelled,,
ORD-2859,2023-04-22,2023,April,CUST-265,46,Vadodara,West,Home & Kitchen,Electric Kettle,4,7147.33,10,25730.39,UPI,Delivered,11,
ORD-2918,2023-04-22,2023,April,CUST-506,24,Agra,North,Home & Kitchen,Rice Cooker,4,3800.06,25,11400.18,Net Banking,Delivered,3,
ORD-2968,2023-04-22,2023,April,CUST-761,21,Coimbatore,South,Books,Deep Work,5,4897.84,20,19591.36,UPI,Cancelled,,
ORD-2010,2023-04-23,2023,April,CUST-796,28,Hyderabad,South,Home & Kitchen,Electric Kettle,5,3997.78,0,19988.9,Net Banking,Delivered,11,
ORD-2141,2023-04-24,2023,April,CUST-343,36,Amritsar,North,Electronics,Smartphone Case,2,6695.21,20,10712.34,Debit Card,Cancelled,,
ORD-2731,2023-04-24,2023,April,CUST-605,50,Bengaluru,South,Home & Kitchen,Vacuum Cleaner,2,7874.68,20,12599.49,UPI,Delivered,10,
ORD-2199,2023-04-26,2023,April,CUST-729,44,Madurai,South,Home & Kitchen,Blender,3,1324.46,5,3774.71,Credit Card,Delivered,11,
ORD-2976,2023-04-26,2023,April,CUST-845,51,Nashik,West,Home & Kitchen,Coffee Maker,6,2735.54,25,12309.93,Wallet,Delivered,11,
ORD-2676,2023-04-27,2023,April,CUST-283,47,Vadodara,West,Home & Kitchen,Vacuum Cleaner,3,4724.99,0,14174.97,UPI,Cancelled,,
ORD-2373,2023-04-28,2023,April,CUST-556,40,Gwalior,Central,Toys & Games,Building Blocks,5,6606.14,0,33030.7,UPI,Cancelled,,
ORD-2630,2023-04-28,2023,April,CUST-651,19,Bhopal,Central,Beauty,Sunscreen Spray,6,616.45,10,3328.83,Debit Card,Delivered,3,
ORD-2720,2023-04-28,2023,April,CUST-575,38,Raipur,Central,Toys & Games,Building Blocks,4,4117.11,20,13174.75,COD,Delivered,1,
ORD-2076,2023-04-29,2023,April,CUST-626,43,Meerut,North,Home & Kitchen,Food Storage Set,1,2583.69,15,2196.14,Credit Card,Cancelled,,
ORD-2269,2023-04-29,2023,April,CUST-156,56,Bengaluru,South,Beauty,Body Lotion,2,780.08,20,1248.13,Debit Card,Delivered,10,
